"primaryNameTib","primaryNameSkt","primaryNameEng","primaryNameLang","otherNameTib","otherNameSkt","otherNameEng","Dates","Date-Begin","Date-End","TranslatedBy","TranslatorOf","recID","bAuthor","bTranslator","Notes"
"RTA DBYANGS","ashvaghos.a","Ashvaghosha","TB","","","","","0","25","","","203","1","0",""
"RVA STOD SKYONG BLA SPRUL MING NGAG DBANG BLO BZANG","","","TB","RVA STOD SKYONG BLA SPRUL MING NGAG DBANG BLO BZANG","","Rato Kyongla Trulming Ngawang Losang","","0","25","","","204","0","0",""
"SA CHEN KUN DGA' SNYING PO","","","TB","SA CHEN KUN DGA' SNYING PO;KUN DGA' SNYING PO","anandagarbha","Sachen Kunga Nyingpo","1092-1158","15","16","","","205","0","0",""
"SA GA'I LHA","","","TB","SA GA'I LHA","visha-khadeva","Vishakhadeva","","0","25","","","206","0","0",""
"SA SKYA PAndI TA KUN DGA' RGYAL MTSAN","","","TB","SA SKYA PAndI TA KUN DGA' RGYAL MTSAN","","Sakya Pandita Kunga Gyeltsen","1182-1251","16","17","","","207","0","0",""
"SANGS RGYAS BSKYANGS","buddhapa-lita","Buddhapalita","SK","","","","c. 470-540","9","10","","","208","1","0",""
"SANGS RGYAS GSANG BA","buddhagupta","Buddhagupta","TB","","","","","0","25","","","209","1","0",""
"MKHAS GRUB SANGS RGYAS YE SHES","","Khedrup Sangye Yeshe","TB","SANGS RGYAS YE SHES;DBEN SA PA SANGS RGYAS YE SHES;CHOS SKYABS RDO RJE","","Sangye Yeshe;Wensapa Sangye Yeshe;Chukyab Dorje;","1525-1591","20","20","","","210","1","0","Collected works in one volume, 38 sections. Potala collection has 34 sections plus DKAR CHAG.\
43rd master in the lam-rim transmission lineage.\
According to RE'U MIG, died in either 1590 or 1591."
"SE RA RJE BTZUN CHOS KYI RGYAL MTSAN","","","TB","RJE BTZUN CHOS KYI RGYAL MTSAN;SE RA RJE BTZUN CHOS KYI RGYAL MTSAN","","Jetsun Chukyi Gyeltsen;Sera Jetsun Chukyi Gyeltsen","1469-1546","19","20","","","211","0","0",""
"SE RA SMAD RGYAL RONG MKHAN ZUR DGE BSHES NGAG DBANG THEG MCHOG","","","TB","SE RA SMAD RGYAL RONG MKHAN ZUR DGE BSHES NGAG DBANG THEG MCHOG","","Sera Mey Gyelrong Khensur Geshe Ngawang Tekchok","(born c. 1936)","5","5","","","212","0","0",""
"SE RA SMAD THOS BSAM NOR BU GLING GI GRVA TSANG GI GRVA PA SNA TSOGS","","","TB","SE RA SMAD THOS BSAM NOR BU GLING GI GRVA TSANG GI GRVA PA SNA TSOGS","","Russian-Tibetan-American team led by Prof. L. Savitsky, Geshe M. Roach, and monks from Sera Mey Tibe","","0","25","","","213","0","0",""
"DKON MCHOG RGYAL MTSAN","","Konchok Gyeltsen","TB","DKON MCHOG DAR;NGOR MKHAN CHEN 02 DKON MCHOG RGYAL MTSHAN;MUS SEMS DPA' CHEN PO DKON MCHOG RGYAL MTSHAN;MUS CHEN DKON MCHOG RGYAL MTSHAN;SEMS DPA' CHEN PO DKON MCHOG RGYAL MTSAN;NGOR MKHAN CHEN 02","","Konchok Dar;Ngorjen Chen 02 Konchok Gyeltsen;Mu Sempa Chenpo Konchok Gyeltsen;Mu Chen Konchok Gyeltsen;Sempa Chenpo Konchok Gyeltsen;Ngorken Chen 02","1388-1469","18","19","","","214","1","0","Teachers:\
1396: Dbang-'od-pa hears monastic ordination vows.\
1402: Mkhan-po Kun-smon and Byang-chub-sengge (not recorded) teach Phar phyin and Spyod 'jug.\
1405. Bshad ston mdzad.\
1407. Hears gcod from Nam-mkha'-rnal-'byor.\
1411. Studies phar phyin with G'yag-phrug Sangs-rgyas-dpal and enters Sa-skya College.\
1415. Goes to Myu-gu-lung for studies of 'U-yug-pa's tshad ma with Sems-dpa' Gzhon-nu-rgyal-mchog.\
1419. Goes to Ngam-ring and studies with Rong-ston Smra-ba'i-sengge.\
1421. Studies Red-mda'-ba's dbu ma with Dpal-'byor-shes-rab.\
1422. Final ordination from Gangs-chen Kun-dga'-dpal.\
1425. Goes to Sa-skya and meets Ngor-chen.\
1429. Helps as the mkhar-las-pa in the establishment of Ngor E-wam Chos-ldan.\
1456. Comes to the throne of Ngor.\
1459. Founds Ya-ma Dgon at Mus.\
1462. Turns Ngor over to Shes-rab-rgya-mtsho and retires to Mus Bstan-'dzin-phug.\
Student (not recorded): Bdag-chen Rdo-rje-'chang Ma-ti-haa-tsa-shrii-bha-dra, i.e. Blo-gros-rgyal-mtshan.\
Dies at Mus Bstan-'dzin Phug.\
W19802  [v. 3, p. 508]\
W23691  biography\
notes that his rus was sdong and his rigs zhang"
"SENG GE BZANG PO","haribhadra","Haribhadra","TB","","","","8th century","12","12","","","215","1","0",""
"SER BYES DGE BSHES RAB 'BYAMS SMRA BA BLO BZANG DGE LEGS","","","TB","SER BYES DGE BSHES RAB 'BYAMS SMRA BA BLO BZANG DGE LEGS","","Sera Je Geshe Rabjam Mawa Losang Gelek","","0","25","","","216","0","0",""
"SER BYES MKHAN ZUR DGE BSHES BLO BZANG DBANG PHYUG","","","TB","SER BYES MKHAN ZUR DGE BSHES BLO BZANG DBANG PHYUG","","Sera Je Khensur Geshe Losang Wangchuk","1901-1979","24","24","","","217","0","0",""
"SER BYES TRE HOR DGE BSHES RDO RJE BKRA SHIS","","Sera Je Trehor Geshe Dorje Tashi","TB","","","","c. 1930-","24","24","","","218","1","0",""
"SER LHO CHOS LDAN SPRUL MING","","","TB","SER LHO CHOS LDAN SPRUL MING","","Sera Hlo Chunden Trulming","","0","25","","","219","0","0",""
"SER SMAD DGE BSHES NGAG DBANG RIG GROL","","","TB","SER SMAD DGE BSHES NGAG DBANG RIG GROL","","Sera Mey Geshe Ngawang Rigdrul","","0","25","","","220","0","0",""
"SER SMAD KHAM PHI'U tAR LAS KHUNG","","","TB","SER SMAD KHAM PHI'U tAR LAS KHUNG","","Sera Mey Computer Center Team","fl. 1989","24","24","","","221","0","0",""
"SER SMAD MKHAN RIN PO CHE DGE BSHES BLO BZANG MTHAR PHYIN MCHOG","","Sera Mey Khen Rinpoche Geshe Losang Tarchin","EN","SER SMAD MKHAN ZUR RIN PO CHE DGE BSHES BLO BZANG MTHAR PHYIN;DGE BSHES BLO BZANG MTHAR PHYIN;SER SMAD MKHAN RIN PO CHE DGE BSHES BLO BZANG MTHAR PHYIN","","Sera Mey Khen Rinpoche Geshe Losang Tharchin;Geshe Losang Tarchin;Khen Rinpoche Geshe Losang Tharchin;","1921-2004","24","25","","","222","1","1",""
"SER SMAD MKHAN ZUR RIN PO CHE BLO BZANG DNGOS GRUB","","Sera Mey Khensur Rinpoche Geshe Losang Ngodrup","TB","","","","c. 1930-","24","24","","","223","1","0",""
"SGEG PA'I RDO RJE","lalitavajra","Lalitavajra","TB","SGEG PA RDO RJE","","","11th century","15","15","","","226","1","0",""
"SGO MANG MKHAN ZUR DGE BSHES BSTAN PA BSTAN 'DZIN","","","TB","SGO MANG MKHAN ZUR DGE BSHES BSTAN PA BSTAN 'DZIN","","Gomang Khensur Geshe Tenpa Tendzin","","0","25","","","227","0","0",""
"SGOM SDE NAM MKHA' RGYAL MTSAN","","Gomde Namka Gyeltsen","TB","","","","1532-1592","20","20","","","228","1","0",""
"SGRA GCAN 'DZIN BZANG PO","","","TB","SGRA GCAN 'DZIN BZANG PO","ra-hulabhadra","Rahulabhadra","","0","25","","","229","0","0",""
"SGROL BA'I DBANG PHYUG","","","TB","SGROL BA'I DBANG PHYUG","","Drolwey Wangchuk","","0","25","","","230","0","0",""
"SH'AKYA'I BLO","","","TB","GNAS BRTAN SH’AKYA’I BLO;SLOB DPON SH’AKYA’I BLO","sha-kyamati","Shakyamati;Shakyalo","c. 9th c./10th c.","14","5","","","231","1","0",""
"SH'AKYA DPAL","sha-kyashri-","Shakyashri","TB","","","","","0","25","","","232","1","0",""
"SH'AKYA 'OD","","","TB","SH'AKYA 'OD","sha-kyaprabha","Shakyaprabha","","0","25","","","233","0","0",""
"SH'AKYA SHR'I BZANG PO","","","TB","SH'AKYA SHR'I BZANG PO","sha-kyashri-bhadra","Shakyashribhadra","","0","25","","","234","0","0",""
"SH'AKYA THUB PA","","","TB","SH'AKYA THUB PA","sha-kyamuni buddha","Shakyamuni Buddha","500 BC","0","0","","","235","0","0",""
"SH'AKYA'I BSHES GNYEN","sha-kyamitra","Shakyamitra","TB","","","","","0","25","","","236","1","0",""
"SH'AKYA'I BTZUN PA BLO BZANG YE SHES","","","TB","SH'AKYA'I BTZUN PA BLO BZANG YE SHES","","Shakya Tsunpa Losang Yeshe","1663-1737","21","22","","","237","0","0",""
"SHANGKA R'A NANDA","","","TB","SHANGKA R'A NANDA","shan*kara-nanda","Shankarananda","","0","25","","","238","0","0",""
"SHAR CHEN KONG PO NGAG DBANG TSUL KHRIMS","","","TB","SHAR CHEN KONG PO NGAG DBANG TSUL KHRIMS","","Sharchen Kongpo Ngawang Tsultrim","","0","25","","","239","0","0",""
"SHES RAB 'BYUNG GNAS BLO GROS","prajn~a-karamati","Prajnyakaramati","SK","","","","","0","25","","","240","1","0",""
"SHES RAB 'BYUNG GNAS SBAS PA","","","TB","SHES RAB 'BYUNG GNAS SBAS PA","prajn~a-karagupta","Prajnyakaragupta","","0","25","","","241","0","0",""
"SHES RAB THAR PA","prajn~a-moks.a","Prajnyamoksha","SK","","","","","0","25","","","242","1","0",""
"SHING BZA' BLO BZANG DAR RGYAS","","","TB","SHING BZA' BLO BZANG DAR RGYAS","","Shingsa Losang Dargye","","0","25","","","243","0","0",""
"BLO BZANG BSTAN PA'I DBANG PHYUG","","Losang Tenpey Wangchuk","TB","SHING BZA’ PAn+dI TA BLO BZANG BSTAN PA’I DBANG PHYUG;SHING BZA’ 03;SKU ‘BUM KHRI 58 BLO BZANG BSTAN PA’I DBANG PHYUG;SKU ‘BUM KHRI CHEN 58;RONG PO DGON CHEN GDAN RAB 47","","Shingza Pandita Losang Tenpey Wangchuk;The 3rd Shingza;The 58th Kunbum Tri, Losang Tenpey Wangchuk;The 58th Kunbum Tri;The 47th Rongpo Gonchen Denrap","1825-1897","0","25","","","500","1","0","W25268 [v. 2, pp. 329-335] biography\
dates: 1825-1897\
 \
Full name (Ming mdzod, p. 778): Blo-bzang-bstan-pa'i-dbang-phyug-tshul-khrims-phun-tshogs as a teacher of the 10th Stong-'khor.\
1861. Comes to khri of Sku-'bum for the duration of three years\
\
W19804 [p. 274] dates\
W19801 [p. 1707]\
W27315 [p. 260-262"
"SHR'I DZA GA TA MI TR'A NANDA","","","TB","SHR'I DZA GA TA MI TR'A NANDA","shri-jaganmitra-nanda","Shri Jaganmitrananda","","0","25","","","245","0","0",""
"SI TU PAn CHEN CHOS KYI 'BYUNG GNAS","","","TB","SI TU PAn CHEN CHOS KYI 'BYUNG GNAS","","Situ Panchen Chukyi Jungne","fl. 1730","22","22","","","246","0","0",""
"SKU NGO DPAL LDAN[?]","","Ku-ngo Pelden","TB","","","","","0","25","","","247","0","0",""
"SKYABS RJE KHRI BYANG RIN PO CHE","","","TB","SKYABS RJE KHRI BYANG RIN PO CHE","","Kyabje Trijang Rinpoche","1901-1981","24","24","","","248","0","0",""
"SMAD RIN PO CHE RJE BTZUN BLO BZANG DPAL LDAN","","","TB","SMAD RIN PO CHE RJE BTZUN BLO BZANG DPAL LDAN","","Mey Rinpoche Jetsun Losang Pelden","","0","25","","","250","0","0",""
"SNA TSOGS RANG GROL","","Natsok Rangdrul","TB","RGOD TSANG PA SNA TSOGS RANG GROL;RGOD TSANG RAS PA SNA TSOGS RANG GROL;RGOD TSANG RAS CHEN","","Gutsangpa Natsok Rangdrul;Gutsang Repa Natsok Rangdrul;Gutsang Rechen","1494-1570","19","20","","","251","1","0","Master of the ras chung snyan brgyud; he was a direct disciple of gtsang smyon he ru ka and was responsible for codifying the cycle; regarded to be an embodiment of rat+na gling pa.\
Also was an important figure in the transmission lineage of the padma gling pa teachings\
\
"
"SNANG BYED ZLA BA","bha-skaracandra","Bhaskarachandra","TB","","","","","0","25","","","252","1","0",""
"SNANG MDZAD MYU GU","vairocana-n*kura","Vairochanankura","TB","","vairocana-n*kura","","","0","25","","","253","1","0",""
"SPANG LUNG BLO BZANG THUGS RJE","","","TB","SPANG LUNG BLO BZANG THUGS RJE","","Panglung Losang Tukje","fl. 18th cent.","23","23","","","254","0","0",""
"SPYAN RAS GZIGS","avalokita","Avalokita","TB","","","","","0","25","","","255","1","0",""
"SPYAN RAS GZIGS BRTUL SHUGS","avalokitavrata","Avalokitavrata","SK","","","","7th century","11","11","","","256","1","0",""
"SRID GSUM RNAM PAR DAG PA'I RDO RJE","tribhavavishuddhivajra","Tribhava-vishuddhi-vajra","TB","","","","","0","25","","","257","1","0",""
"STOBS BCU DPAL BSHES GNYEN","dashabalashri-mitra","Dashabalashrimitra","SK","","","","","0","25","","","258","1","0",""
"SUM PA LO TZA BA DHARMA YON TAN","","","TB","SUM PA LO TZA BA DHARMA YON TAN","","Sumpa Lotsawa Dharma Yunten","c. 1200","17","17","","","259","0","0",""
"THOGS MED","","","TB","THOGS MED","asan*ga","Asanga","c. 350","8","8","","","261","0","0",""
"BLO BZANG CHOS KYI NYI MA (3)","","Losang Chukyi Nyima","TB","CHOS KYI NYI MA;CHOS KYI RDO RJE, THU’U BKWAN;D+HARMA BA DZ+RA;THU’U BKWAN 03 BLO BZANG CHOS KYI NYI MA;THU’U BKWAN BLO BZANG CHOS KYI NYI MA;SKU ‘BUM KHRI 35 BLO BZANG CHOS KYI NYI MA;BYA KHYUNG MKHAN RABS BLO BZANG CHOS KYI NYI MA;SKU ‘BUM KHRI CHEN 35;ZHWA LU MKHAN CHEN 29;BYA KHYUNG MKHAN RABS 42;THU’U BKWAN 03","","Chukyi Nyima;Chukyi Dorje, Tuken;Dharma Vajra;The 3rdTuken, Losang Chukyi Nyima;Tuken Losang Chukyi Nyima;The 35th Kunbum, Losang Chukyi Nyima;Jakyung Kenrap Losang Chukyi Nyima;The 35th Kunbum Trichen;The 29th Shalu Kenchen;The 42nd Jakyung Kenrap;The 3rd Tuken","1737-1802","0","25","","","262","1","1",""
"TRE HOR DGE BSHES RTA MGRIN RAB BRTAN","","Geshe Rabten","TB","","","","1920-1986","24","24","","","263","1","0",""
"T'A RA N'A THA","","Taranata","TB","JO NANG RJE BTZUN T'A RA N'A THA;SGROL BA'I MGON PO;GROL BA'I MGON PO","","Jonang Jetsun Taranata;Drolwey Gunpo","1575-1634","20","21","","","264","1","0","Founds Monastery 1615  at rtag brtan phun tshogs gling.\
1575. jo nang tA ra nA tha 'khrungs\
1608. jo nang tA ra nA thas <<rgya gar chos 'byung>> mdzad.\
      (bod rig pa'i tshig mdzod chen mo shes bya rab gsal (p. 2324, 2329)).\
\
In the bka' ma transmission lineage of the rgyud bzhi, taA ra nA tha received the teachings from stag lung pa khu dbon and passed on the teaching to rin chen rgya mtsho.\
"
"TSUL KHRIMS RGYAL BA","","","TB","TSUL KHRIMS RGYAL BA","","Tsultrim Gyelwa","1011-1064","15","15","","","265","0","0",""
"TSUL KHRIMS BSKYANGS","","","TB","TSUL KHRIMS BSKYANGS","shi-lapa-lita","Shilapalita","","0","25","","","266","0","0",""
"TSUL KHRIMS 'BYUNG BA","shi-lasambhava","Shilasambhava","TB","","","","","0","25","","","267","1","0",""
"TSUL KHRIMS 'PHAGS PA","udgatashi-la","Udgatashila","SK","","","","","0","25","","","268","1","0",""
"TZANDRA GO MI","","","TB","TZANDRA GO MI","candragomin","Chandragomin","","0","25","","","269","0","0",""
"TZANDRA HA RI PA","candraharipa-da","Chandraharipada","SK","","","","","0","25","","","270","1","0",""
"YE SHES","jn~a-na","Jnyana","TB","","","","","0","25","","","271","1","0",""
"YE SHES BSHES GNYEN","jn~a-namitra","Jnyanamitra","SK","","","","","0","25","","","272","1","0",""
"YE SHES BYANG CHUB","","","TB","YE SHES BYANG CHUB","jn~a-nabodhi","Jnyanabodhi","","0","25","","","273","0","0",""
"YE SHES BZANG PO","","","TB","YE SHES BZANG PO","jn~a-nabhadra","Jnyanabhadra","","0","25","","","274","0","0",""
"YE SHES GRAGS PA","jn~a-naki-rti","Jnyanakirti","TB","","","","","0","25","","","275","0","0",""
"YE SHES RDO RJE","jn~a-navajra","Jnyanavajra","TB","","","","","0","25","","","276","1","0",""
"YE SHES RGYA MTSO","","Yeshe Gyatso","TB","CHU BZANG YE SHES RGYA MTSO;CHU BZANG BLA MA YE SHES RGYA MTSO;STAG PHU YONGS 'DZIN YE SHES RGYA MTSO","","Chusang Yeshe Gyatso;Chusang Lama Yeshe Gyatso;Takpu Yongdzin Yeshe Gyatso","1789-1856","22","23","","","277","1","0","First studies at Bkra-shis-rab-brtan.\
1807. To Tibet for studies at 'Bras-spungs Blo-gsal-gling.\
Then enters Se-ra Smad.\
Enters 'Bras-spungs Blo-gsal-gling.\
Gsung 'bum in about two medium sized volumes.\
Ming mdzod: Gsung 'bum in one volume and about 10 sections."
"YE SHES SNYING PO","jn~a-nagarbha","Jnyanagarbha","SK","","","","","0","25","","","278","1","0",""
"YE SHES ZLA BA","jn~a-nacandra","Jnyanachandra","SK","","","","","0","25","","","279","1","0",""
"BLO GROS MTHA' YAS","","Lodru Tayey","TB","'JAM MGON KONG SPRUL BLO GROS MTHA' YAS;KONG SPRUL 01 YON TAN RGYA MTSO;KONG SPRUL YON TAN RGYA MTSO;'JAM MGON KONG SPRUL YON TAN RGYA MTSO;NGAG DBANG YON TAN RGYA MTSHO, KONG SPRUL;YON TAN RGYA MTSO, KONG SPRUL;KARMA NGAG DBANG YON TAN RGYA MTSO, KONG SPRUL;NGAG DBANG BLO GROS MTHA' YAS, KONG SPRUL;'CHI MED BSTAN GNYIS G.YUNG DRUNG GLING PA;BSTAN GNYIS G.YUNG DRUNG GLING PA;PAD+MA GAR GYI DBANG PHYUG RTSAL;PAD+MA GAR DBANG PHRIN LAS 'GRO 'DUL RTSAL;PAD+MA GAR DBANG BLO GROS MTHA' YAS;ZIL GNON DGYES PA RTSAL","","Jamgun Kongtrul Lodru Tayey;The First Kongtrul, Yunten Gyatso;Kongtrul Yunten Gyatso;Jamgun Kongtrul Yunten Gyatso;Ngawang Yunten Gyatso, Kongtrul;Yunten Gyatso, Kongtrul;Karma Ngawang Yunten Gyatso, Kongtrul;Ngawang Lodru Tayey, Kongtrul;Chimey Ten-nyi Yungdrung Lingpa;Ten-nyi Yungdrung Lingpa;Padma Kargyi Wangchuk Tsel;Padma Karwang Trinley Drondul Tsel;Padma Karwang Lodru Tayey;Silnun  Gyepa Tsel","1813-1899","23","23","","","280","1","0","Sungbum in over 90 printed volumes.\
Born in mdo khams 'bri zla zal mo sgang rong rgyab near padma lha rtse.\
Listed as both a student and a teacher of rgya sprul mdog sngags bstan 'dzin.\
Noted that kong sprul received the bka' ma transmission of the rgyud bzhi from 'dzi sgar mchog sprul phrin las lhun grub bstan pa'i rgyal mtshan       kong sprul gsan yig .\
\
The founder of the ris med tradition; together with 'jam dbyangs mkhyen brtse'i dbang po and mchog gyur bde chen gling pa they brought forth a revival of buddhist culture in eastern tibet.\
Kong sprul the great was born into a bon po family.\
His father was killed in one of the many wars that raged in khams."
"BLO BZANG TSUL KHRIMS BYAMS PA RGYA MTSO","","Losang Tsultrim Jampa Gyatso","TB","YONGS 'DZIN PHUR BU LCOG BYAMS PA TSUL KHRIMS RGYA MTSO;BYAMS PA RGYA MTSO;PHUR BU LCOG BLO BZANG BYAMS PA RGYA MTSO;PHUR BU LCOG 03 BLO BZANG TSUL KHRIMS BYAMS PA RGYA MTSO;PHUR LCOG 03","","Yongdzin Purbuchok Jampa Tsultrim Gyatso;Jampa Gyatso;Purbuchok Jampa Tsultrim Gyatso;The Third Purbuchok, Jampa Tsultrim Gyatso","1825-1901","23","24","","","281","1","0","important dge lugs incarnate teacher; he was one of the official preceptors of both the 12th and the 13th dalai lama\
this teacher was best known for his bsdus grwa or collected topics\
 	\
Dates according to dge lugs gsung 'bum dkar chag: 1825-1901 (d. lcags glang at age 77); mi sna gives dates 1825-1894: the death date seems clearly to be in error.\
\
W19803:\
[p. 924] Source contains brief biography\
dates given: 1825-1894 (these are probably erroneous)."
"ZHA LU BA CHEN PO","","","TB","ZHA LU BA CHEN PO","","Shaluwa Chenpo","","0","25","","","282","0","0",""
"ZHANG RATNA GU RU","","","TB","ZHANG RATNA GU RU","","Shang Ratna Guru","","0","25","","","283","0","0",""
"ZHANG ZHUNG PA BLO BZANG BSTAN 'DZIN RGYAL MTSAN","","","TB","ZHANG ZHUNG PA BLO BZANG BSTAN 'DZIN RGYAL MTSAN","","Shang Shungpa Lobsang Tendzin Gyeltsen","","0","25","","","284","0","0",""
"ZHI BA LHA","sha-ntideva","Shantideva","SK","","","","8th century","12","12","","","285","1","0",""
"ZHI BA 'TSO","sha-ntaraks.ita","Shantarakshita","SK","","","","8th century","12","12","","","286","1","0",""
"ZHU CHEN TSUL KHRIMS RIN CHEN","","","TB","ZHU CHEN TSUL KHRIMS RIN CHEN","","Shuchen Tsultrim Rinchen","fl. 1730","22","22","","","287","0","0",""
"ZHVA DMAR COD PAN 'DZIN PA BZHI PA","","","TB","ZHVA DMAR COD PAN 'DZIN PA BZHI PA","","Shamar Chunpen Dzinpa Shiwa","","0","25","","","288","0","0",""
"ZHVA LU BA RIN CHEN BLO BZANG MKHYEN RAB","","","TB","ZHVA LU BA RIN CHEN BLO BZANG MKHYEN RAB","","Shaluwa Rinchen Losang Khyenrab","Late 19th Century","23","23","","","289","0","0",""
"ZHVA SGAB PA DBANG PHYUG BDE LDAN","","Shagappa Wangchuk Denden","TB","","","Shakabpa, W. D.","b. 1908","24","24","","","290","1","0",""
"ZLA BA","candra","Chandra","TB","","","","","0","25","","","291","1","0",""
"ZLA BA GRAGS PA","candraki-rti","Chandrakirti","SK","","","","c. 650","11","11","","","292","1","0",""
"Chattopadhyaya, Alaka","","","EN","","","Chattopadhyaya, Alaka","","0","25","","","301","0","0",""
"Durgasimha","","Durgasimha","EN","","","","","0","25","","","304","0","0",""
"SHRI AU MA PA TI DATTAHI","uma-patidatta","Shri Umapatidatta","EN","","uma-patideva","Umapatidatta;Umapatideva","c.1100","5","5","","","305","1","0",""
"Bhavyakirti","","","EN","","bhavyakr.ti","Bhavyakirti","","0","25","","","306","0","0",""
"N'A RO PA","","","TB","N'A RO PA","","Naropa","","0","25","","","308","0","0",""
"BA RANDRA RU TZES","","Barandrarucchi","TB","","","","","0","25","","","309","0","0",""
"NGAG DBANG BYAMS PA","","Ngawang Jampa","TB","BDE MCHOG SRUNG;PHUR BU LCOG BYAMS PA;PHUR BU LCOG NGAG DBANG BYAMS PA","","Dechok Sung;Purbuchok Jampa;Purbuchok Ngawang Jampa","1682-1762","21","22","","","311","0","0","1696. Sent to dbus to study at se-ra byes.\
Meets the 6th Dalai Lama when he comes to se-ra and debates with dge-bshes rgya-rong dbon-chung of se-ra smad and wins.\
1702. Took his gling bsre degree.\
1704. To gtsang where he takes final vows at bkra-shis-lhun-po.\
1706. Participates in the smon-lam grwa-skor and wins the debates.\
Builds a hut at phur-bu-lcog where he meditates.\
1729. To chab-mdo to do the first tonsure of the 'phags-pa-lha.\
1730. Return to Lha-sa.\
1761. Named by chan-lung to be yongs 'dzin of Dalai Lama 8.\
Reckoned as the 53rd in the lineage of lam rim bla brgyud masters.\
Sungbum complete in 52 sections, 3 vol.\
\
"
"NGAG DBANG GRAGS PA","","Ngawang Drakpa","TB","DVAGS PO SGOM CHEN NGAG DBANG GRAGS PA;DVAGS PO MKHAN CHEN NGAG DBANG GRAGS PA;NGAG GI DBANG PO, DVAGS PO SGOM CHEN;NGAG GI DBANG PHYUG, DVAGS PO SGOM CHEN;GRAGS PA DBANG PHYUG, DVAGS PO SGOM CHEN;BLO BDE, BTZUN PA;BSOD NAMS YE SHES DBANG PO, DVAGS PO SGOM CHEN;GRAGS PA'I BLO GROS, DVAGS PO SGOM CHEN;MAITRI, DVAGS PO SGOM CHEN","","Dakpo Gomchen Ngawang Drakpa;Dakpo Kenchen Ngawang Drakpa;Ngagi Wangpo, Dakpo Gomchen;Ngagi Wangchuk, Dakpo Gomchen;Drakpo Wangchuk, Dakpo Gomchen;Lodey, Tsunpa;Sunam Yeshe Wangpo, Dakpo Gomchen;Drakpey Lodru, Dakpo Gomchen;Maitri, Dakpo Gomchen","b. 15th century","19","19","","","312","0","0","Lived in his youth in Chab-mdo and probably a native of Chab-mdo.\
Became the mkhan-po of Dwags-po Grwa-tshang after it was founded by Khri 7 Blo-gros-brtan-pa.\
Built the retreats of Bra-mo Nags-'dab and Gangs-dkar Phu G.yu-lung Skyid-mo-gshongs toward the end of his life.\
Sungbum in 19 chos-tshan."
"PAn CHEN BSOD NAMS GRAGS PA","","Panchen Sonam Drakpa","TB","BSOD NAMS GRAGS PA;KHRI 15 BSOD NAMS GRAGS PA;RTSES THANG PAn CHEN BSOD NAMS GRAGS PA;GZIMS KHANG GONG MA 01 BSOD NAMS GRAGS PA","","Sonam Drakpa;Tsetang Panchen Sonam Drakpa;Simkang Gongma Sonam Drakpa","1478-1554","19","20","","","313","1","0",""
"CHOS KYI RGYAL PO","","Chukyi Gyelpo","TB","'PHAGS PA LHA RNAM PAR RGYAL BA RGYA MTSHO'I SDE;'PHAGS PA LHA 04 CHOS KYI RGYAL PO;'PHAGS PA CHOS RGYAL","","Aryadeva Nampar Gyelwa Gyatso Dey;The Fourth Aryadeva, Chukyi Gyelpo;Arya Chugyel","1605-1643","21","21","","","327","1","0",""
"BLO BZANG YE SHES","","Losang Yeshe","TB","PAn CHEN 02 BLO BZANG YE SHES;PAn CHEN 05 BLO BZANG YE SHES (BKRAS SHIS LHUN PO LUGS);PAn CHEN BLA MA 02;PAn CHEN BLA MA 05;ZHWA LU MKHAN CHEN 27","","The 2nd Panchen, Losang Yeshe;The 5th Panchen, Losang Yeshe (Tashi Hlunpo system);The 2nd Panchen Lama;The 5th Panchen Lama;The 27th Shalu Kenchen","1663-1737","0","25","","","315","1","0","W21015 [p. 367] 1713. Received title of paN chen er te ni from the Khanxi Emperor\
1668. Recognized as the paN chen and brought to bkra shis lhun po\
1670. Brought to Lhasa and received the dge tshul vows from the 5th Dalai Lama; Studied with Zur bzhi Slob dpon\
1684. Final ordination before 'Dul 'dzin dkon mchog rgyal mtshan\
1695. Serves as one of the yongs 'dzin or official preceptors and gives vows to the 6th Dalai Lama, bestows the name Blo bzang Rin chen tshangs byangs rgya mtsho\
1713. Received the three script seal from the Emperor Khang shis and the title paN chen er te ni\
1720. Gives the first dge tshul vows to the 7th Dalai Lama and bestowed the name Blo bzang bskal bzang rgya mtsho\
\
W19803 [p. 717] Source contains a biographical sketch\
W19836 [p. 100] bibliography\
W19832 [p. 406-409]"
"BLO BZANG YE SHES BSTAN 'DZIN RGYA MTSO","","Losang Yeshe Tenzin Gyatso","TB","KHRI BYANG 03 BLO BZANG YE SHES BSTAN ‘DZIN RGYA MTSO;PAD+MA GAR DBANG",";","The 3rd Trijang, Losang Yeshe Tenzin Gyatso;Padma Garwang","1901-1981","24","24","","","316","1","1","Entered Shar-rtse Grwa-tshang\
1921. Took smon-rams-pa degree.\
Later to Khams Cha-sprin Dgon.\
1944. Became mtshan zhabs\
1951. Became yongs 'dzin\
Died. 1981 according to NR.\
W19836 [p. 965]"
"BLO BZANG YE SHES BSTAN PA RAB RGYAS","","Losang Yeshe Tenpa Rapgye","TB","RWA SGRENG KHRI SPRUL BSTAN PA RAB RGYAS;BSTAN PA RAB RGYAS;RWA SGRENG BSTAN PA RAB RGYAS","","Radreng Tritrul Tenpa Rapgye;Tenpa Rapgye;Radreng Tenpa Rapgye","1759-1815","22","23","","","317","1","0",""
